50000000,417167,B+
50000001,417167,F
50000002,417167,C
50000003,417167,C
50000004,417167,A
50000005,417167,B+
50000006,417167,C
50000007,417167,F
50000008,417167,B
50000009,417167,D
50000010,417167,F
50000011,417167,A
50000012,417167,B+
50000013,417167,F
50000014,417167,C+
50000015,417167,A
50000016,417167,D+
50000017,417167,D
50000018,417167,F
50000019,417167,B
50000020,417167,D+
50000021,417167,D+
50000022,417167,B
50000023,417167,C+
50000024,417167,D
50000025,417167,B
50000026,417167,C
50000027,417167,C+
50000028,417167,B
50000029,417167,B
50000030,417167,B
50000031,417167,D
50000032,417167,B
50000033,417167,A
50000034,417167,A
50000035,417167,F
50000036,417167,F
50000037,417167,B
50000038,417167,D
50000039,417167,B
50000040,417167,C
50000041,417167,B
50000042,417167,F
50000043,417167,F
50000044,417167,B+
50000045,417167,C+
50000046,417167,D
50000047,417167,F
50000048,417167,B+
50000049,417167,D+
50000050,417167,C+
50000051,417167,B+
50000052,417167,D
50000053,417167,B
50000054,417167,A
50000055,417167,B+
50000056,417167,B
50000057,417167,D+
50000058,417167,D
50000059,417167,C+
50000060,417167,B+
50000061,417167,D+
50000062,417167,D
50000063,417167,C+
50000064,417167,D+
50000065,417167,C+
50000066,417167,F
50000067,417167,B
50000068,417167,B+
50000069,417167,B
50000070,417167,D
50000071,417167,B
50000072,417167,D+
50000073,417167,C
50000074,417167,B+
50000075,417167,B
50000076,417167,D+
50000077,417167,F
50000078,417167,B
50000079,417167,D
50000080,417167,D+
50000081,417167,D+
50000082,417167,C
50000083,417167,A
50000084,417167,C+
50000085,417167,C+
50000086,417167,B
50000087,417167,B+
50000088,417167,D
50000089,417167,A
50000090,417167,B
50000091,417167,B
50000092,417167,D
50000093,417167,C+
50000094,417167,F
50000095,417167,B
50000096,417167,D
50000097,417167,A
50000098,417167,C
50000099,417167,A
50000100,417167,D+
50000101,417167,D
50000102,417167,C+
50000103,417167,C
50000104,417167,F
50000105,417167,F
50000106,417167,C
50000107,417167,B+
50000108,417167,C+
50000109,417167,C
50000110,417167,F
50000111,417167,C
50000112,417167,B
50000113,417167,F
50000114,417167,D+
50000115,417167,A
50000116,417167,B
50000117,417167,D+
50000118,417167,A
50000119,417167,D
50000120,417167,C
50000121,417167,D
50000122,417167,A
50000123,417167,B
50000124,417167,C+
50000125,417167,F
50000126,417167,C+
50000127,417167,B
50000128,417167,C+
50000129,417167,D+
50000130,417167,B
50000131,417167,C+
50000132,417167,C
50000133,417167,D
50000134,417167,A
50000135,417167,C
50000136,417167,F
50000137,417167,B+
50000138,417167,B+
50000139,417167,D
50000140,417167,A
50000141,417167,C
50000142,417167,B
50000143,417167,D+
50000144,417167,C
50000145,417167,B+
50000146,417167,B+
50000147,417167,D+
50000148,417167,D+
50000149,417167,F
50000000,420111,A
50000001,420111,B
50000002,420111,A
50000003,420111,B+
50000004,420111,D
50000005,420111,D
50000006,420111,F
50000007,420111,B+
50000008,420111,B+
50000009,420111,C
50000010,420111,C
50000011,420111,F
50000012,420111,A
50000013,420111,F
50000014,420111,B
50000015,420111,D+
50000016,420111,C
50000017,420111,B+
50000018,420111,C+
50000019,420111,B+
50000020,420111,A
50000021,420111,C+
50000022,420111,F
50000023,420111,B
50000024,420111,D+
50000025,420111,A
50000026,420111,B
50000027,420111,D+
50000028,420111,D+
50000029,420111,C+
50000030,420111,F
50000031,420111,D+
50000032,420111,F
50000033,420111,B
50000034,420111,F
50000035,420111,D
50000036,420111,B+
50000037,420111,B+
50000038,420111,C+
50000039,420111,B+
50000040,420111,B+
50000041,420111,B
50000042,420111,F
50000043,420111,A
50000044,420111,B+
50000045,420111,F
50000046,420111,A
50000047,420111,D
50000048,420111,B
50000049,420111,D+
50000050,420111,A
50000051,420111,D
50000052,420111,C+
50000053,420111,A
50000054,420111,D+
50000055,420111,C
50000056,420111,C
50000057,420111,C
50000058,420111,F
50000059,420111,F
50000060,420111,C
50000061,420111,F
50000062,420111,F
50000063,420111,D
50000064,420111,A
50000065,420111,D
50000066,420111,B+
50000067,420111,A
50000068,420111,C
50000069,420111,B+
50000070,420111,B+
50000071,420111,C
50000072,420111,D+
50000073,420111,F
50000074,420111,D
50000075,420111,F
50000076,420111,D+
50000077,420111,D
50000078,420111,D
50000079,420111,B+
50000080,420111,C
50000081,420111,D
50000082,420111,D
50000083,420111,F
50000084,420111,B
50000085,420111,B
50000086,420111,B
50000087,420111,B
50000088,420111,C
50000089,420111,D+
50000090,420111,D
50000091,420111,F
50000092,420111,B
50000093,420111,B+
50000094,420111,A
50000095,420111,A
50000096,420111,D
50000097,420111,B
50000098,420111,B+
50000099,420111,D
50000100,420111,F
50000101,420111,B
50000102,420111,B
50000103,420111,B
50000104,420111,B
50000105,420111,D
50000106,420111,D
50000107,420111,F
50000108,420111,D+
50000109,420111,C
50000110,420111,D
50000111,420111,C+
50000112,420111,B+
50000113,420111,B+
50000114,420111,F
50000115,420111,C
50000116,420111,D
50000117,420111,B+
50000118,420111,F
50000119,420111,C+
50000120,420111,A
50000121,420111,B
50000122,420111,D
50000123,420111,C
50000124,420111,B
50000125,420111,F
50000126,420111,C+
50000127,420111,C
50000128,420111,C
50000129,420111,B
50000130,420111,C+
50000131,420111,D
50000132,420111,D
50000133,420111,F
50000134,420111,D
50000135,420111,C+
50000136,420111,D
50000137,420111,C
50000138,420111,F
50000139,420111,A
50000140,420111,A
50000141,420111,A
50000142,420111,D
50000143,420111,D+
50000144,420111,B+
50000145,420111,B
50000146,420111,C+
50000147,420111,B
50000148,420111,D+
50000149,420111,C+
50000000,420113,B+
50000001,420113,C+
50000002,420113,B
50000003,420113,A
50000004,420113,F
50000005,420113,D+
50000006,420113,A
50000007,420113,B
